mapa,verze,uzly,vlakna,cas
mapa7_12_hard.txt,MPI,1,48,7.03913
mapa7_12_hard.txt,MPI,2,48,49.3298
mapa7_12_hard.txt,MPI,3,48,26.416
mapa7_12_hard.txt,MPI,4,48,16.7769
mapa9_10_hard.txt,MPI,1,48,4.11562
mapa9_10_hard.txt,MPI,2,48,12.5613
mapa9_10_hard.txt,MPI,3,48,6.38189
mapa9_10_hard.txt,MPI,4,48,4.3518
mapa10_10_hard.txt,MPI,1,48,1.18708
mapa10_10_hard.txt,MPI,2,48,137.648
mapa10_10_hard.txt,MPI,3,48,64.0392
mapa10_10_hard.txt,MPI,4,48,43.0333
